accession	encodeDAccession	notes
wgEncodeEH003030	ENCSR000EMG	
wgEncodeEH003031	ENCSR000EMH	
wgEncodeEH003032	ENCSR000DDG	
wgEncodeEH003033	ENCSR000DDF	
wgEncodeEH003034	ENCSR000CVT	
wgEncodeEH003035	ENCSR000DPL	
wgEncodeEH003036	ENCSR000DPK	
wgEncodeEH003037	ENCSR000DPJ	
wgEncodeEH003038	ENCSR229NJU	
wgEncodeEH003039	ENCSR327BIN	
wgEncodeEH003040	ENCSR291STV	
wgEncodeEH003041	ENCSR901QEL	
wgEncodeEH003042	ENCSR222NIE	
wgEncodeEH003043	ENCSR818WRJ	
wgEncodeEH003044	ENCSR000AXA	
wgEncodeEH003045	ENCSR000AVZ	
wgEncodeEH003048	ENCSR000CYH	
wgEncodeEH003049	ENCSR000CYG	
wgEncodeEH003050	ENCSR000CYF	
wgEncodeEH003051	ENCSR000CYE	
wgEncodeEH003065	ENCSR000ASH	
wgEncodeEH003066	ENCSR000ASI	
wgEncodeEH003067	ENCSR000ASJ	
wgEncodeEH003068	ENCSR000ASK	
wgEncodeEH003069	ENCSR000ASL	
wgEncodeEH003070	ENCSR000ASM	
wgEncodeEH003071	ENCSR000ASN	
wgEncodeEH003072	ENCSR000ASO	
wgEncodeEH003073	ENCSR000ASP	
wgEncodeEH003074	ENCSR000ASQ	
wgEncodeEH003075	ENCSR000ASR	
wgEncodeEH003076	ENCSR000ASS	
wgEncodeEH003077	ENCSR000AST	
wgEncodeEH003078	ENCSR000ASU	
wgEncodeEH003079	ENCSR000ASV	
wgEncodeEH003080	ENCSR000ASW	
wgEncodeEH003081	ENCSR000ASX	
wgEncodeEH003082	ENCSR000ASY	
wgEncodeEH003083	ENCSR000ASZ	
wgEncodeEH003084	ENCSR000ATA	
wgEncodeEH003085	ENCSR000ATB	
wgEncodeEH003086	ENCSR000ATC	
wgEncodeEH003087	ENCSR000ATD	
wgEncodeEH003088	ENCSR000ATE	
wgEncodeEH003089	ENCSR000ATF	
wgEncodeEH003090	ENCSR000ATG	
wgEncodeEH003091	ENCSR000ATH	
wgEncodeEH003092	ENCSR000ATI	
wgEncodeEH003093	ENCSR000ATJ	
wgEncodeEH003094	ENCSR000ATK	
wgEncodeEH003095	ENCSR000ATL	
wgEncodeEH003096	ENCSR000ATM	
wgEncodeEH003097	ENCSR000ATN	
wgEncodeEH003098	ENCSR000ATO	
wgEncodeEH003099	ENCSR000ATP	
wgEncodeEH003100	ENCSR000ATQ	
wgEncodeEH003101	ENCSR000ATR	
wgEncodeEH003102	ENCSR000ATS	
wgEncodeEH003103	ENCSR000ATT	
wgEncodeEH003104	ENCSR000ATU	
wgEncodeEH003105	ENCSR000ATV	
wgEncodeEH003106	ENCSR000ATW	
wgEncodeEH003107	ENCSR000ATX	
wgEncodeEH003108	ENCSR000ATY	
wgEncodeEH003109	ENCSR000ATZ	
wgEncodeEH003110	ENCSR000AUA	
wgEncodeEH003111	ENCSR000AUB	
wgEncodeEH003112	ENCSR000AUC	
wgEncodeEH003113	ENCSR000AUD	
wgEncodeEH003114	ENCSR000AUE	
wgEncodeEH003115	ENCSR000AUF	
wgEncodeEH003116	ENCSR000AUG	
wgEncodeEH003117	ENCSR000AUH	
wgEncodeEH003118	ENCSR000AUI	
wgEncodeEH003119	ENCSR000AUJ	
wgEncodeEH003120	ENCSR000AUK	
wgEncodeEH003121	ENCSR000AUL	
wgEncodeEH003122	ENCSR000AUM	
wgEncodeEH003123	ENCSR000AUN	
wgEncodeEH003124	ENCSR000AUO	
wgEncodeEH003125	ENCSR000AUP	
wgEncodeEH003126	ENCSR000AUQ	
wgEncodeEH003127	ENCSR000AUR	
wgEncodeEH003128	ENCSR000AUS	
wgEncodeEH003129	ENCSR000AUT	
wgEncodeEH003130	ENCSR000AUU	
wgEncodeEH003131	ENCSR000AUV	
wgEncodeEH003132	ENCSR000AUW	
wgEncodeEH003133	ENCSR000AUX	
wgEncodeEH003134	ENCSR000AUY	
wgEncodeEH003135	ENCSR000AUZ	
wgEncodeEH003136	ENCSR000AVA	
wgEncodeEH003137	ENCSR000AVB	
wgEncodeEH003138	ENCSR000AVC	
wgEncodeEH003139	ENCSR000AVD	
wgEncodeEH003140	ENCSR000AVE	
wgEncodeEH003141	ENCSR000AVF	
wgEncodeEH003142	ENCSR000AVG	
wgEncodeEH003143	ENCSR000AVH	
wgEncodeEH003144	ENCSR000AVI	
wgEncodeEH003145	ENCSR000AVJ	
wgEncodeEH003146	ENCSR000ELW	
wgEncodeEH003147	ENCSR000ENI	
wgEncodeEH003148	ENCSR000EOD	
wgEncodeEH003149	ENCSR000EPE	
wgEncodeEH003150	ENCSR000EPV	
wgEncodeEH003151	ENCSR000ENS	
wgEncodeEH003154	ENCSR000EPD	
wgEncodeEH003155	ENCSR000EPG	
wgEncodeEH003156	ENCSR000EML	
wgEncodeEH003157	ENCSR000EQB	
wgEncodeEH003158	ENCSR000EQF	
wgEncodeEH003159	ENCSR000EQD	
wgEncodeEH003160	ENCSR000EQI	
wgEncodeEH003161	ENCSR000EQJ	
wgEncodeEH003162	ENCSR000EQG	
wgEncodeEH003210	ENCSR000BRW	
wgEncodeEH003212	ENCSR000BRX	
wgEncodeEH003214	ENCSR000BRY	
wgEncodeEH003215	ENCSR000BRZ	
wgEncodeEH003216	ENCSR000BSA	
wgEncodeEH003217	ENCSR000BSB	
wgEncodeEH003218	ENCSR000BSC	
wgEncodeEH003219	ENCSR000BSD	
wgEncodeEH003220	ENCSR000BSE	
wgEncodeEH003221	ENCSR000BSF	
wgEncodeEH003222	ENCSR000BSG	
wgEncodeEH003223	ENCSR000BSH	
wgEncodeEH003224	ENCSR000BSI	
wgEncodeEH003225	ENCSR000BSJ	
wgEncodeEH003226	ENCSR000BSK	
wgEncodeEH003227	ENCSR000BSL	
wgEncodeEH003228	ENCSR000BSM	
wgEncodeEH003229	ENCSR000BSN	
wgEncodeEH003230	ENCSR000BSO	
wgEncodeEH003231	ENCSR000BSP	
wgEncodeEH003232	ENCSR000BSQ	
wgEncodeEH003233	ENCSR000BSR	
wgEncodeEH003234	ENCSR000BSS	
wgEncodeEH003235	ENCSR000BST	
wgEncodeEH003236	ENCSR000BSU	
wgEncodeEH003237	ENCSR000BSV	
wgEncodeEH003238	ENCSR000BSW	
wgEncodeEH003239	ENCSR000BSX	
wgEncodeEH003240	ENCSR000BSY	
wgEncodeEH003241	ENCSR000BSZ	
wgEncodeEH003242	ENCSR000BTA	
wgEncodeEH003243	ENCSR000BTB	
wgEncodeEH003244	ENCSR000BTC	
wgEncodeEH003245	ENCSR000BTD	
wgEncodeEH003246	ENCSR000BTE	
wgEncodeEH003247	ENCSR000BTF	
wgEncodeEH003248	ENCSR000BTG	
wgEncodeEH003249	ENCSR000BTH	
wgEncodeEH003250	ENCSR000BTI	
wgEncodeEH003251	ENCSR000BTJ	
wgEncodeEH003252	ENCSR000BTK	
wgEncodeEH003253	ENCSR000BTL	
wgEncodeEH003254	ENCSR000BTM	
wgEncodeEH003255	ENCSR000BTN	
wgEncodeEH003256	ENCSR000BTO	
wgEncodeEH003257	ENCSR000AHD	
wgEncodeEH003258	ENCSR000BTP	
wgEncodeEH003259	ENCSR000BTQ	
wgEncodeEH003260	ENCSR000BTR	
wgEncodeEH003261	ENCSR000BTS	
wgEncodeEH003262	ENCSR000BTT	
wgEncodeEH003263	ENCSR000BTU	
wgEncodeEH003264	ENCSR000BTV	
wgEncodeEH003265	ENCSR000BTW	
wgEncodeEH003266	ENCSR000BTX	
wgEncodeEH003268	ENCSR000BTY	
wgEncodeEH003269	ENCSR000BTZ	
wgEncodeEH003270	ENCSR000BUA	
wgEncodeEH003271	ENCSR000BUB	
wgEncodeEH003272	ENCSR000BUC	
wgEncodeEH003273	ENCSR000BUD	
wgEncodeEH003274	ENCSR000BUE	
wgEncodeEH003275	ENCSR000BUF	
wgEncodeEH003276	ENCSR000BUG	
wgEncodeEH003277	ENCSR000BUH	
wgEncodeEH003278	ENCSR000BUI	
wgEncodeEH003279	ENCSR000BUJ	
wgEncodeEH003280	ENCSR000BUK	
wgEncodeEH003281	ENCSR000BUL	
wgEncodeEH003282	ENCSR000BUM	
wgEncodeEH003283	ENCSR000BUN	
wgEncodeEH003284	ENCSR000BUO	
wgEncodeEH003285	ENCSR000BUP	
wgEncodeEH003286	ENCSR000BUQ	
wgEncodeEH003287	ENCSR000BUR	
wgEncodeEH003288	ENCSR000BUS	
wgEncodeEH003289	ENCSR000BUT	
wgEncodeEH003290	ENCSR000BUU	
wgEncodeEH003291	ENCSR000BUV	
wgEncodeEH003292	ENCSR000BUW	
wgEncodeEH003293	ENCSR000BUX	
wgEncodeEH003294	ENCSR000BUY	
wgEncodeEH003295	ENCSR000BUZ	
wgEncodeEH003296	ENCSR000BVA	
wgEncodeEH003297	ENCSR000BVB	
wgEncodeEH003298	ENCSR000BVC	
wgEncodeEH003299	ENCSR000BVD	
wgEncodeEH003300	ENCSR000BVE	
wgEncodeEH003302	ENCSR000BVG	
wgEncodeEH003307	ENCSR000BVH	
wgEncodeEH003308	ENCSR000BVI	
wgEncodeEH003309	ENCSR000BVJ	
wgEncodeEH003310	ENCSR000BVK	
wgEncodeEH003312	ENCSR000BVL	
wgEncodeEH003314	ENCSR000BVM	
wgEncodeEH003315	ENCSR000BVN	
wgEncodeEH003317	ENCSR000AHF	
wgEncodeEH003321	ENCSR000BVO	
wgEncodeEH003356	ENCSR000EFU	
wgEncodeEH003357	ENCSR000EUN	
wgEncodeEH003358	ENCSR000DYW	
wgEncodeEH003359	ENCSR000EBN	
wgEncodeEH003360	ENCSR000EEY	
wgEncodeEH003361	ENCSR000DYV	
wgEncodeEH003362	ENCSR000DYU	
wgEncodeEH003363	ENCSR000DYT	
wgEncodeEH003364	ENCSR000EFG	
wgEncodeEH003365	ENCSR000EFF	
wgEncodeEH003366	ENCSR000EFE	
wgEncodeEH003367	ENCSR000EFD	
wgEncodeEH003368	ENCSR000EFT	
wgEncodeEH003369	ENCSR000EFS	
wgEncodeEH003370	ENCSR000DYS	
wgEncodeEH003371	ENCSR000EIC	
wgEncodeEH003372	ENCSR000EIB	
wgEncodeEH003373	ENCSR000EIA	
wgEncodeEH003374	ENCSR000EHZ	
wgEncodeEH003375	ENCSR000EHY	
wgEncodeEH003376	ENCSR000EHX	
wgEncodeEH003377	ENCSR000EHW	
wgEncodeEH003378	ENCSR000EHV	
wgEncodeEH003379	ENCSR000EHT	
wgEncodeEH003380	ENCSR000EFR	
wgEncodeEH003381	ENCSR000EFQ	
wgEncodeEH003382	ENCSR000EFP	
wgEncodeEH003384	ENCSR000DYD	
wgEncodeEH003385	ENCSR000DYC	
wgEncodeEH003386	ENCSR000DYR	
wgEncodeEH003387	ENCSR000DYQ	
wgEncodeEH003388	ENCSR000DYP	
wgEncodeEH003389	ENCSR000ECH	
wgEncodeEH003390	ENCSR000EFC	
wgEncodeEH003391	ENCSR000EFO	
wgEncodeEH003392	ENCSR000EFN	
wgEncodeEH003393	ENCSR000EHU	
wgEncodeEH003422	ENCSR000BVP	
wgEncodeEH003423	ENCSR000BVQ	
wgEncodeEH003424	ENCSR000BVR	
wgEncodeEH003425	ENCSR000BVS	
wgEncodeEH003426	ENCSR000BVT	
wgEncodeEH003427	ENCSR000BVU	
wgEncodeEH003428	ENCSR000AHE	
wgEncodeEH003429	ENCSR000BVV	
wgEncodeEH003430	ENCSR000BVW	
wgEncodeEH003431	ENCSR000BVX	
wgEncodeEH003432	ENCSR000BVY	
wgEncodeEH003434	ENCSR000DMO	
wgEncodeEH003435	ENCSR000DMN	
wgEncodeEH003436	ENCSR000DMM	
wgEncodeEH003437	ENCSR000DML	
wgEncodeEH003438	ENCSR000DMK	
wgEncodeEH003439	ENCSR000DMJ	
wgEncodeEH003440	ENCSR000DMY	
wgEncodeEH003441	ENCSR000DMX	
wgEncodeEH003442	ENCSR000DKQ	
wgEncodeEH003443	ENCSR000DLA	
wgEncodeEH003444	ENCSR000DLC	
wgEncodeEH003445	ENCSR116HGL	
wgEncodeEH003446	ENCSR000DKP	
wgEncodeEH003447	ENCSR000DKS	
wgEncodeEH003448	ENCSR000DKZ	
wgEncodeEH003449	ENCSR000DLH	
wgEncodeEH003450	ENCSR000DLL	
wgEncodeEH003451	ENCSR000DMD	
wgEncodeEH003452	ENCSR000DMG	
wgEncodeEH003453	ENCSR000DMI	
wgEncodeEH003454	ENCSR000DNE	
wgEncodeEH003455	ENCSR000DNJ	
wgEncodeEH003456	ENCSR000DLB	
wgEncodeEH003457	ENCSR000DKR	
wgEncodeEH003458	ENCSR000DLG	
wgEncodeEH003459	ENCSR000DMF	
wgEncodeEH003460	ENCSR000DME	
wgEncodeEH003461	ENCSR000DMC	
wgEncodeEH003462	ENCSR000DMH	
wgEncodeEH003463	ENCSR000DND	
wgEncodeEH003464	ENCSR000DNI	
wgEncodeEH003465	ENCSR000EII	
wgEncodeEH003466	ENCSR000ELE	
wgEncodeEH003467	ENCSR000EKX	
wgEncodeEH003468	ENCSR000EKW	
wgEncodeEH003469	ENCSR000EKQ	
wgEncodeEH003470	ENCSR000EKV	
wgEncodeEH003471	ENCSR000EIY	
wgEncodeEH003472	ENCSR000EKP	
wgEncodeEH003473	ENCSR000EIT	
wgEncodeEH003474	ENCSR000EIZ	
wgEncodeEH003475	ENCSR000ELI	
wgEncodeEH003476	ENCSR000EIS	
wgEncodeEH003477	ENCSR000EIR	
wgEncodeEH003478	ENCSR000ELG	
wgEncodeEH003479	ENCSR000EJQ	
wgEncodeEH003480	ENCSR000EIK	
wgEncodeEH003481	ENCSR000EIJ	
wgEncodeEH003482	ENCSR000EKG	
wgEncodeEH003483	ENCSR000ELQ	
wgEncodeEH003484	ENCSR000EJC	
wgEncodeEH003485	ENCSR000EJM	
wgEncodeEH003486	ENCSR000EJG	
wgEncodeEH003487	ENCSR000EJB	
wgEncodeEH003488	ENCSR000EJH	
wgEncodeEH003489	ENCSR000EKO	
wgEncodeEH003490	ENCSR000EKN	
wgEncodeEH003491	ENCSR000ELO	
wgEncodeEH003492	ENCSR000DCU	
wgEncodeEH003493	ENCSR000DCV	
wgEncodeEH003494	ENCSR000DCW	
wgEncodeEH003495	ENCSR000DBU	
wgEncodeEH003496	ENCSR000DCR	
wgEncodeEH003497	ENCSR000DCZ	
wgEncodeEH003498	ENCSR000DDB	
wgEncodeEH003499	ENCSR000DCQ	
wgEncodeEH003500	ENCSR000DBW	
wgEncodeEH003501	ENCSR000DCN	
wgEncodeEH003502	ENCSR000DDC	
wgEncodeEH003503	ENCSR000DBV	
wgEncodeEM001433	ENCSR000CAE	
wgEncodeEM001434	ENCSR000CAF	
wgEncodeEM001435	ENCSR000CAG	
wgEncodeEM001436	ENCSR000CAH	
wgEncodeEM001437	ENCSR000CAI	
wgEncodeEM001438	ENCSR000CAJ	
wgEncodeEM001439	ENCSR000CAK	
wgEncodeEM001440	ENCSR000CAL	
wgEncodeEM001441	ENCSR000CAM	
wgEncodeEM001442	ENCSR000CAN	
wgEncodeEM001443	ENCSR000CAO	
wgEncodeEM001444	ENCSR000CAP	
wgEncodeEM001445	ENCSR000CAQ	
wgEncodeEM001446	ENCSR000CAR	
wgEncodeEM001447	ENCSR000CAS	
wgEncodeEM001448	ENCSR000CAT	
wgEncodeEM001449	ENCSR000CAU	
wgEncodeEM001450	ENCSR000CAV	
wgEncodeEM001451	ENCSR000CAW	
wgEncodeEM001452	ENCSR000CAX	
wgEncodeEM001453	ENCSR000CAY	
wgEncodeEM001454	ENCSR000CAZ	
wgEncodeEM001455	ENCSR000CBA	
wgEncodeEM001456	ENCSR000CBB	
wgEncodeEM001457	ENCSR000CBC	
wgEncodeEM001458	ENCSR000CBD	
wgEncodeEM001459	ENCSR000CBE	
wgEncodeEM001681	ENCSR000CBF	
wgEncodeEM001682	ENCSR000CBG	
wgEncodeEM001683	ENCSR000CBH	
wgEncodeEM001684	ENCSR000CBI	
wgEncodeEM001685	ENCSR000CBJ	
wgEncodeEM001686	ENCSR000CBK	
wgEncodeEM001687	ENCSR000CBL	
wgEncodeEM001688	ENCSR000CBM	
wgEncodeEM001689	ENCSR000CBN	
wgEncodeEM001690	ENCSR000CBO	
wgEncodeEM001691	ENCSR000CBP	
wgEncodeEM001692	ENCSR000CBQ	
wgEncodeEM001693	ENCSR000CBR	
wgEncodeEM001694	ENCSR000CBS	
wgEncodeEM001695	ENCSR000CBT	
wgEncodeEM001696	ENCSR000CBU	
wgEncodeEM001697	ENCSR000CBV	
wgEncodeEM001698	ENCSR000CBW	
wgEncodeEM001699	ENCSR000CBX	
wgEncodeEM001700	ENCSR000CBY	
wgEncodeEM001701	ENCSR000CBZ	
wgEncodeEM001702	ENCSR000CCA	
wgEncodeEM001703	ENCSR000CCB	
wgEncodeEM001704	ENCSR000CCC	
wgEncodeEM001705	ENCSR000CCD	
wgEncodeEM001706	ENCSR000CGT	
wgEncodeEM001707	ENCSR000CGU	
wgEncodeEM001708	ENCSR000CGV	
wgEncodeEM001709	ENCSR000CGW	
wgEncodeEM001710	ENCSR000CGX	
wgEncodeEM001711	ENCSR000CGY	
wgEncodeEM001712	ENCSR000CGZ	
wgEncodeEM001713	ENCSR000CHA	
wgEncodeEM001714	ENCSR000CHB	
wgEncodeEM001715	ENCSR000CHC	
wgEncodeEM001716	ENCSR000CMO	
wgEncodeEM001717	ENCSR000CMK	
wgEncodeEM001718	ENCSR000CMP	
wgEncodeEM001719	ENCSR000CNA	
wgEncodeEM001720	ENCSR000CNI	
wgEncodeEM001721	ENCSR000CMJ	
wgEncodeEM001722	ENCSR000CNG	
wgEncodeEM001723	ENCSR000CNM	
wgEncodeEM001724	ENCSR000CNN	
wgEncodeEM001725	ENCSR000CNZ	
wgEncodeEM001726	ENCSR000COE	
wgEncodeEM001727	ENCSR000CMM	
wgEncodeEM001728	ENCSR000CMV	
wgEncodeEM001729	ENCSR000COF	
wgEncodeEM001730	ENCSR000CNE	
wgEncodeEM001731	ENCSR000CMZ	
wgEncodeEM001732	ENCSR000COC	
wgEncodeEM001733	ENCSR000CML	
wgEncodeEM001734	ENCSR000CMN	
wgEncodeEM001735	ENCSR000COH	
wgEncodeEM001736	ENCSR000CNT	
wgEncodeEM001915	ENCSR000DJB	
wgEncodeEM001916	ENCSR000DJA	
wgEncodeEM001917	ENCSR000DIZ	
wgEncodeEM001918	ENCSR000DIY	
wgEncodeEM001919	ENCSR000DIX	
wgEncodeEM001920	ENCSR000DIW	
wgEncodeEM001921	ENCSR000DIV	
wgEncodeEM001922	ENCSR000DIU	
wgEncodeEM001923	ENCSR000DIT	
wgEncodeEM001925	ENCSR000DIS	
wgEncodeEM001926	ENCSR000DIR	
wgEncodeEM001927	ENCSR000DIQ	
wgEncodeEM001928	ENCSR000DIP	
wgEncodeEM001929	ENCSR000DIO	
wgEncodeEM001930	ENCSR000DIN	
wgEncodeEM001931	ENCSR000CNB	
wgEncodeEM001932	ENCSR000CNC	
wgEncodeEM001933	ENCSR000CND	
wgEncodeEM001934	ENCSR000CNF	
wgEncodeEM001935	ENCSR000CNO	
wgEncodeEM001936	ENCSR000CNS	
wgEncodeEM001937	ENCSR000ERU	
wgEncodeEM001938	ENCSR000ERT	
wgEncodeEM001939	ENCSR000ERS	
wgEncodeEM001940	ENCSR000ERR	
wgEncodeEM001941	ENCSR000ERQ	
wgEncodeEM001942	ENCSR000ERP	
wgEncodeEM001943	ENCSR000ERO	
wgEncodeEM001944	ENCSR000ERN	
wgEncodeEM001945	ENCSR000EUG	
wgEncodeEM001946	ENCSR000EUF	
wgEncodeEM001947	ENCSR000ADN	
wgEncodeEM001948	ENCSR000EUD	
wgEncodeEM001949	ENCSR000EUC	
wgEncodeEM001950	ENCSR000EUB	
wgEncodeEM001951	ENCSR000EUA	
wgEncodeEM001952	ENCSR000ETZ	
wgEncodeEM001953	ENCSR000ETY	
wgEncodeEM001954	ENCSR000ERM	
wgEncodeEM001955	ENCSR000ERL	
wgEncodeEM001956	ENCSR000ERK	
wgEncodeEM001957	ENCSR000ERJ	
wgEncodeEM001958	ENCSR000ERI	
wgEncodeEM001959	ENCSR000ETX	
wgEncodeEM001960	ENCSR000ETW	
wgEncodeEM001961	ENCSR000ETV	
wgEncodeEM001963	ENCSR000AHK	
wgEncodeEM001964	ENCSR000ETU	
wgEncodeEM001965	ENCSR000ETT	
wgEncodeEM001966	ENCSR000ETS	
wgEncodeEM001967	ENCSR000ETR	
wgEncodeEM001968	ENCSR000ETQ	
wgEncodeEM001969	ENCSR000ETP	
wgEncodeEM001970	ENCSR000ERH	
wgEncodeEM001971	ENCSR000ERG	
wgEncodeEM001972	ENCSR000ETO	
wgEncodeEM001973	ENCSR000ETN	
wgEncodeEM001974	ENCSR000ETM	
wgEncodeEM001975	ENCSR000ERF	
wgEncodeEM001976	ENCSR000ERE	
wgEncodeEM001977	ENCSR000ERD	
wgEncodeEM001978	ENCSR000ETL	
wgEncodeEM001979	ENCSR000ERC	
wgEncodeEM001980	ENCSR000ERB	
wgEncodeEM001981	ENCSR000ETK	
wgEncodeEM001982	ENCSR000ETJ	
wgEncodeEM001986	ENCSR000CLI	
wgEncodeEM001987	ENCSR000CLJ	
wgEncodeEM001988	ENCSR000CLK	
wgEncodeEM001989	ENCSR000CLL	
wgEncodeEM001990	ENCSR000CLM	
wgEncodeEM001991	ENCSR000CLN	
wgEncodeEM001992	ENCSR000CLO	
wgEncodeEM001993	ENCSR000CLP	
wgEncodeEM001995	ENCSR000CLR	
wgEncodeEM001997	ENCSR000CLT	
wgEncodeEM001998	ENCSR000CWF	
wgEncodeEM001999	ENCSR000CWE	
wgEncodeEM002000	ENCSR000CWD	
wgEncodeEM002001	ENCSR000ADH	
wgEncodeEM002002	ENCSR000AHG	
wgEncodeEM002003	ENCSR000AHI	
wgEncodeEM002004	ENCSR000ADI	
wgEncodeEM002005	ENCSR000AHJ	
wgEncodeEM002108	ENCSR000AIJ	
wgEncodeEM002109	ENCSR000AII	
wgEncodeEM002110	ENCSR000AJQ	
wgEncodeEM002111	ENCSR000AJP	
wgEncodeEM002112	ENCSR000AJS	
wgEncodeEM002113	ENCSR000AJN	
wgEncodeEM002114	ENCSR000AIL	
wgEncodeEM002115	ENCSR000AIO	
wgEncodeEM002116	ENCSR000AIS	
wgEncodeEM002117	ENCSR000AIX	
wgEncodeEM002118	ENCSR000AIU	
wgEncodeEM002119	ENCSR000AIM	
wgEncodeEM002120	ENCSR000AIN	
wgEncodeEM002121	ENCSR000AIP	
wgEncodeEM002122	ENCSR000AIB	
wgEncodeEM002123	ENCSR000AIV	
wgEncodeEM002124	ENCSR000AIK	
wgEncodeEM002125	ENCSR000AJT	
wgEncodeEM002126	ENCSR000AJR	
wgEncodeEM002127	ENCSR000AIR	
wgEncodeEM002128	ENCSR000AIG	
wgEncodeEM002129	ENCSR000AIH	
wgEncodeEM002130	ENCSR000AIT	
wgEncodeEM002131	ENCSR000AIF	
wgEncodeEM002132	ENCSR000AIC	
wgEncodeEM002133	ENCSR000AIW	
wgEncodeEM002134	ENCSR000AIE	
wgEncodeEM002135	ENCSR000AIQ	
wgEncodeEM002136	ENCSR000AID	
wgEncodeEM002137	ENCSR000AJO	
wgEncodeEM002138	ENCSR000AHR	
wgEncodeEM002139	ENCSR000AHV	
wgEncodeEM002140	ENCSR000AHL	
wgEncodeEM002141	ENCSR000AHT	
wgEncodeEM002142	ENCSR000AHO	
wgEncodeEM002143	ENCSR000AHM	
wgEncodeEM002144	ENCSR000AHS	
wgEncodeEM002145	ENCSR000AHN	
wgEncodeEM002146	ENCSR000AHQ	
wgEncodeEM002147	ENCSR000AHW	
wgEncodeEM002148	ENCSR000AHU	
wgEncodeEM002149	ENCSR000AHP	
wgEncodeEM002348	ENCSR000DIM	
wgEncodeEM002349	ENCSR000DIL	
wgEncodeEM002350	ENCSR000DIK	
wgEncodeEM002351	ENCSR000DIJ	
wgEncodeEM002352	ENCSR000DII	
wgEncodeEM002353	ENCSR000DIH	
wgEncodeEM002354	ENCSR000DIG	
wgEncodeEM002355	ENCSR000DIF	
wgEncodeEM002356	ENCSR000DIE	
wgEncodeEM002357	ENCSR000DID	
wgEncodeEM002358	ENCSR000DIC	
wgEncodeEM002359	ENCSR000DIB	
wgEncodeEM002360	ENCSR000DIA	
wgEncodeEM002361	ENCSR000DHZ	
wgEncodeEM002362	ENCSR000DHY	
wgEncodeEM002363	ENCSR000DHX	
wgEncodeEM002364	ENCSR000DHW	
wgEncodeEM002365	ENCSR000DHV	
wgEncodeEM002366	ENCSR000DHU	
wgEncodeEM002367	ENCSR000DHT	
wgEncodeEM002368	ENCSR000DHS	
wgEncodeEM002369	ENCSR000DHR	
wgEncodeEM002370	ENCSR000DHQ	
wgEncodeEM002371	ENCSR000DHP	
wgEncodeEM002372	ENCSR000DHO	
wgEncodeEM002373	ENCSR000DHN	
wgEncodeEM002374	ENCSR000DHM	
wgEncodeEM002375	ENCSR000DHL	
wgEncodeEM002376	ENCSR000DHK	
wgEncodeEM002377	ENCSR000DHJ	
wgEncodeEM002378	ENCSR000DHI	
wgEncodeEM002379	ENCSR000DHH	
wgEncodeEM002380	ENCSR000DHG	
wgEncodeEM002381	ENCSR000DHF	
wgEncodeEM002385	ENCSR000CHL	
wgEncodeEM002386	ENCSR000CHK	
wgEncodeEM002387	ENCSR000CHJ	
wgEncodeEM002388	ENCSR000CHI	
wgEncodeEM002389	ENCSR000CHH	
wgEncodeEM002390	ENCSR000CHG	
wgEncodeEM002391	ENCSR000CHF	
wgEncodeEM002392	ENCSR000CHE	
wgEncodeEM002393	ENCSR000CHD	
wgEncodeEM002471	ENCSR000CCE	
wgEncodeEM002472	ENCSR000CCF	
wgEncodeEM002473	ENCSR000CCG	
wgEncodeEM002474	ENCSR000CCH	
wgEncodeEM002475	ENCSR000CCI	
wgEncodeEM002476	ENCSR000CCJ	
wgEncodeEM002477	ENCSR000CCK	
wgEncodeEM002478	ENCSR000CCL	
wgEncodeEM002479	ENCSR000CCM	
wgEncodeEM002480	ENCSR000CCN	
wgEncodeEM002481	ENCSR000CCO	
wgEncodeEM002482	ENCSR000CCP	
wgEncodeEM002483	ENCSR000CCQ	
wgEncodeEM002484	ENCSR000CCR	
wgEncodeEM002485	ENCSR000CCS	
wgEncodeEM002486	ENCSR000CCT	
wgEncodeEM002487	ENCSR000CCU	
wgEncodeEM002488	ENCSR000CCV	
wgEncodeEM002489	ENCSR000CCW	
wgEncodeEM002490	ENCSR000CCX	
wgEncodeEM002491	ENCSR000CCY	
wgEncodeEM002492	ENCSR000CCZ	
wgEncodeEM002493	ENCSR000CDA	
wgEncodeEM002494	ENCSR000CDB	
wgEncodeEM002495	ENCSR000CDC	
wgEncodeEM002496	ENCSR000CDD	
wgEncodeEM002497	ENCSR000CDE	
wgEncodeEM002498	ENCSR000CDF	
wgEncodeEM002499	ENCSR000CDG	
wgEncodeEM002500	ENCSR000CDH	
wgEncodeEM002501	ENCSR000CDI	
wgEncodeEM002502	ENCSR000CDJ	
wgEncodeEM002503	ENCSR000CDK	
wgEncodeEM002504	ENCSR000CDL	
wgEncodeEM002505	ENCSR000CDM	
wgEncodeEM002506	ENCSR000CDN	
wgEncodeEM002507	ENCSR000CDO	
wgEncodeEM002508	ENCSR000CDP	
wgEncodeEM002509	ENCSR000CDQ	
wgEncodeEM002510	ENCSR000CDR	
wgEncodeEM002511	ENCSR000CDS	
wgEncodeEM002512	ENCSR000BYP	
wgEncodeEM002513	ENCSR000BYQ	
wgEncodeEM002514	ENCSR000BYR	
wgEncodeEM002515	ENCSR000BYS	
wgEncodeEM002516	ENCSR000BYT	
wgEncodeEM002517	ENCSR000BYU	
wgEncodeEM002518	ENCSR000BYV	
wgEncodeEM002519	ENCSR000BYW	
